name,url,category,categoryKorean,region,language,stars,forks,trendScore,trendScopes,compareScore,maturity,evidence,fileCount,dirCount,sourceDepthScore,keyReferenceCount,features,dominantBuckets,dependencyGroups,commandCategories,riskCategories,risks,standout,sourceDeepDivePath,reportPath,localPath
hyperconnect/HypeUI,https://github.com/hyperconnect/HypeUI,general-ai-open-source,일반 AI 오픈소스,korea,Swift,146,13,80,korea,204,solid,source+report,76,18,46,5,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/5/hyperconnect__HypeUI.md,reports/korea-trending/repositories/hyperconnect__HypeUI.md,sources/hyperconnect__HypeUI
naver-ai/hypermix,https://github.com/naver-ai/hypermix,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,62,2,79,korea,198,emerging,source+report,17,3,46,3,cli-first;spec-artifacts;model-runtime,config;docs;entrypoints;spec,llmProviders;modelRuntime,,,test/eval path not obvious;ci path not obvious,모델 런타임/서빙 의존성이 직접 잡히는 인프라형 레포,reports/source-deep-dives/repositories/e/naver-ai__hypermix.md,reports/korea-trending/repositories/naver-ai__hypermix.md,sources/naver-ai__hypermix
Samsung/microbit,https://github.com/Samsung/microbit,general-ai-open-source,일반 AI 오픈소스,korea,Java,54,33,69,korea,170,emerging,source+report,537,91,46,1,security-policy,docs;security,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,security-policy,reports/source-deep-dives/repositories/1/Samsung__microbit.md,reports/korea-trending/repositories/Samsung__microbit.md,sources/Samsung__microbit
naver-ai/KoNET,https://github.com/naver-ai/KoNET,general-ai-open-source,일반 AI 오픈소스,korea,Python,26,1,80,korea,190,emerging,source+report,15,2,46,3,spec-artifacts;tests-evals,config;docs;eval;spec,llmProviders,,,entrypoint path not obvious;ci path not obvious,스펙/요구사항 산출물과 테스트 추적을 같이 볼 수 있는 레포,reports/source-deep-dives/repositories/8/naver-ai__KoNET.md,reports/korea-trending/repositories/naver-ai__KoNET.md,sources/naver-ai__KoNET
line/webauthn-kotlin,https://github.com/line/webauthn-kotlin,security-governance,보안/거버넌스/안전,korea,Kotlin,24,8,69,korea,174,emerging,source+report,76,36,46,3,tests-evals,eval;ci;docs,,,,entrypoint path not obvious,tests-evals,reports/source-deep-dives/repositories/6/line__webauthn-kotlin.md,reports/korea-trending/repositories/line__webauthn-kotlin.md,sources/line__webauthn-kotlin
closermethod/apac-compliance-mcp,https://github.com/closermethod/apac-compliance-mcp,agent-harness-mcp,에이전트 하네스/MCP,korea,TypeScript,0,0,68,korea,152,emerging,source+report,10,1,46,4,cli-first;mcp/protocol;container-deploy,config;container;docs;entrypoints,agentProtocols,build;serve-dev,,test/eval path not obvious;ci path not obvious,"cli-first, mcp/protocol, container-deploy",reports/source-deep-dives/repositories/c/closermethod__apac-compliance-mcp.md,reports/korea-trending/repositories/closermethod__apac-compliance-mcp.md,sources/closermethod__apac-compliance-mcp
line/line-sdk-unity,https://github.com/line/line-sdk-unity,developer-productivity,개발 생산성/DevTools,korea,C#,125,26,80,korea,198,solid,source+report,163,40,45,3,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/6/line__line-sdk-unity.md,reports/korea-trending/repositories/line__line-sdk-unity.md,sources/line__line-sdk-unity
line/line-things-dev-board,https://github.com/line/line-things-dev-board,general-ai-open-source,일반 AI 오픈소스,korea,HTML,30,141,68,korea,169,emerging,source+report,100,27,45,4,retrieval-memory,docs;retrieval,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,retrieval-memory,reports/source-deep-dives/repositories/9/line__line-things-dev-board.md,reports/korea-trending/repositories/line__line-things-dev-board.md,sources/line__line-things-dev-board
kakaobrain/kogpt,https://github.com/kakaobrain/kogpt,general-ai-open-source,일반 AI 오픈소스,korea,Python,1012,138,119,korea,273,solid,source+report,12,4,44,4,spec-artifacts;model-runtime,docs;config;entrypoints;spec,modelRuntime,,,test/eval path not obvious;ci path not obvious,모델 런타임/서빙 의존성이 직접 잡히는 인프라형 레포,reports/source-deep-dives/repositories/6/kakaobrain__kogpt.md,reports/korea-trending/repositories/kakaobrain__kogpt.md,sources/kakaobrain__kogpt
naver/r2d2,https://github.com/naver/r2d2,general-ai-open-source,일반 AI 오픈소스,korea,Python,519,92,89,korea,221,emerging,source+report,40,6,44,2,agent-runtime;tests-evals,agentRuntime;docs;eval,,,,entrypoint path not obvious;ci path not obvious,"agent-runtime, tests-evals",reports/source-deep-dives/repositories/1/naver__r2d2.md,reports/korea-trending/repositories/naver__r2d2.md,sources/naver__r2d2
naver/zeplin-flutter-gen,https://github.com/naver/zeplin-flutter-gen,general-ai-open-source,일반 AI 오픈소스,korea,JavaScript,53,5,74,korea,182,emerging,source+report,21,1,44,3,retrieval-memory,config;docs;entrypoints;retrieval,,serve-dev;build;utility;quality,,test/eval path not obvious;ci path not obvious,retrieval-memory,reports/source-deep-dives/repositories/7/naver__zeplin-flutter-gen.md,reports/korea-trending/repositories/naver__zeplin-flutter-gen.md,sources/naver__zeplin-flutter-gen
naver/sqlova,https://github.com/naver/sqlova,general-ai-open-source,일반 AI 오픈소스,korea,Python,648,167,92,korea,229,emerging,source+report,42,10,43,5,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/e/naver__sqlova.md,reports/korea-trending/repositories/naver__sqlova.md,sources/naver__sqlova
kakaobrain/mindall-e,https://github.com/kakaobrain/mindall-e,general-ai-open-source,일반 AI 오픈소스,korea,Python,631,65,89,korea,219,emerging,source+report,63,8,43,2,spec-artifacts;model-runtime,config;docs;spec,llmProviders;modelRuntime,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,모델 런타임/서빙 의존성이 직접 잡히는 인프라형 레포,reports/source-deep-dives/repositories/5/kakaobrain__mindall-e.md,reports/korea-trending/repositories/kakaobrain__mindall-e.md,sources/kakaobrain__mindall-e
naver/android-imagecropview,https://github.com/naver/android-imagecropview,general-ai-open-source,일반 AI 오픈소스,korea,Java,255,56,82,korea,203,emerging,source+report,58,47,43,4,retrieval-memory,docs;retrieval,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,retrieval-memory,reports/source-deep-dives/repositories/5/naver__android-imagecropview.md,reports/korea-trending/repositories/naver__android-imagecropview.md,sources/naver__android-imagecropview
line/gradle-scripts,https://github.com/line/gradle-scripts,general-ai-open-source,일반 AI 오픈소스,korea,unknown,81,34,96,korea,212,emerging,source+report,102,18,43,3,container-deploy,container;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,container-deploy,reports/source-deep-dives/repositories/4/line__gradle-scripts.md,reports/korea-trending/repositories/line__gradle-scripts.md,sources/line__gradle-scripts
Samsung/spark-cep,https://github.com/Samsung/spark-cep,general-ai-open-source,일반 AI 오픈소스,korea,Scala,58,17,67,korea,176,emerging,source+report,44,23,43,5,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/e/Samsung__spark-cep.md,reports/korea-trending/repositories/Samsung__spark-cep.md,sources/Samsung__spark-cep
rhkswnd0118-crypto/korean-rag-chatbot-boilerplate,https://github.com/rhkswnd0118-crypto/korean-rag-chatbot-boilerplate,agent-harness-mcp,에이전트 하네스/MCP,korea,JavaScript,0,0,66,korea,134,emerging,source+report,22,7,43,1,retrieval-memory;spec-artifacts,docs;retrieval;config;spec,,serve-dev;utility,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,"retrieval-memory, spec-artifacts",reports/source-deep-dives/repositories/3/rhkswnd0118-crypto__korean-rag-chatbot-boilerplate.md,reports/korea-trending/repositories/rhkswnd0118-crypto__korean-rag-chatbot-boilerplate.md,sources/rhkswnd0118-crypto__korean-rag-chatbot-boilerplate
kakaobrain/fast-autoaugment,https://github.com/kakaobrain/fast-autoaugment,general-ai-open-source,일반 AI 오픈소스,korea,Python,1604,197,97,korea,236,solid,source+report,52,7,42,2,spec-artifacts;model-runtime,config;docs;spec,modelRuntime,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,모델 런타임/서빙 의존성이 직접 잡히는 인프라형 레포,reports/source-deep-dives/repositories/d/kakaobrain__fast-autoaugment.md,reports/korea-trending/repositories/kakaobrain__fast-autoaugment.md,sources/kakaobrain__fast-autoaugment
line/clay,https://github.com/line/clay,general-ai-open-source,일반 AI 오픈소스,korea,Kotlin,118,21,73,korea,185,emerging,source+report,81,53,42,3,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/c/line__clay.md,reports/korea-trending/repositories/line__clay.md,sources/line__clay
cheahjs/free-llm-api-resources,https://github.com/cheahjs/free-llm-api-resources,ai-infrastructure-serving,AI 인프라/서빙,global,Python,23594,2411,135,global,312,high-signal,source+report,10,3,41,3,spec-artifacts,docs;ci;config;spec,,,,entrypoint path not obvious;test/eval path not obvious,spec-artifacts,reports/source-deep-dives/repositories/b/cheahjs__free-llm-api-resources.md,reports/global-trending/repositories/cheahjs__free-llm-api-resources.md,sources/cheahjs__free-llm-api-resources
kakaobrain/karlo,https://github.com/kakaobrain/karlo,general-ai-open-source,일반 AI 오픈소스,korea,Python,698,43,89,korea,218,emerging,source+report,40,9,41,2,spec-artifacts;model-runtime,config;docs;spec,llmProviders;modelRuntime,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,모델 런타임/서빙 의존성이 직접 잡히는 인프라형 레포,reports/source-deep-dives/repositories/0/kakaobrain__karlo.md,reports/korea-trending/repositories/kakaobrain__karlo.md,sources/kakaobrain__karlo
naver/fire,https://github.com/naver/fire,general-ai-open-source,일반 AI 오픈소스,korea,Python,142,7,72,korea,187,emerging,source+report,13,0,41,3,tests-evals;container-deploy,container;docs;eval,,,,entrypoint path not obvious;ci path not obvious,"tests-evals, container-deploy",reports/source-deep-dives/repositories/a/naver__fire.md,reports/korea-trending/repositories/naver__fire.md,sources/naver__fire
sktelecom/SK-AI-SUMMIT-2025-Claude-Code-Builder-Hackathon,https://github.com/sktelecom/SK-AI-SUMMIT-2025-Claude-Code-Builder-Hackathon,agent-harness-mcp,에이전트 하네스/MCP,korea,Python,8,6,114,korea,225,emerging,source+report,8,0,41,2,cli-first;mcp/protocol;spec-artifacts,docs;config;entrypoints;spec,agentProtocols,,,test/eval path not obvious;ci path not obvious,"cli-first, mcp/protocol, spec-artifacts",reports/source-deep-dives/repositories/8/sktelecom__SK-AI-SUMMIT-2025-Claude-Code-Builder-Hackathon.md,reports/korea-trending/repositories/sktelecom__SK-AI-SUMMIT-2025-Claude-Code-Builder-Hackathon.md,sources/sktelecom__SK-AI-SUMMIT-2025-Claude-Code-Builder-Hackathon
hosungseo/agent-ready-check,https://github.com/hosungseo/agent-ready-check,agent-harness-mcp,에이전트 하네스/MCP,korea,TypeScript,0,0,92,korea,173,emerging,source+report,24,14,41,3,web-runtime,config;ci;docs,webRuntime,serve-dev;build;quality;utility,,entrypoint path not obvious;test/eval path not obvious,웹 런타임/SDK 표면이 강한 애플리케이션형 레포,reports/source-deep-dives/repositories/0/hosungseo__agent-ready-check.md,reports/korea-trending/repositories/hosungseo__agent-ready-check.md,sources/hosungseo__agent-ready-check
nhn/tui.jsdoc-template,https://github.com/nhn/tui.jsdoc-template,general-ai-open-source,일반 AI 오픈소스,korea,JavaScript,181,55,79,korea,188,emerging,source+report,54,10,40,3,,config;docs,,serve-dev,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/b/nhn__tui.jsdoc-template.md,reports/korea-trending/repositories/nhn__tui.jsdoc-template.md,sources/nhn__tui.jsdoc-template
naver/cgd,https://github.com/naver/cgd,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,150,15,90,korea,211,emerging,source+report,11,4,40,3,spec-artifacts;tests-evals,eval;docs;spec,,,,entrypoint path not obvious;ci path not obvious,스펙/요구사항 산출물과 테스트 추적을 같이 볼 수 있는 레포,reports/source-deep-dives/repositories/0/naver__cgd.md,reports/korea-trending/repositories/naver__cgd.md,sources/naver__cgd
naver/naveridlogin-sdk-android,https://github.com/naver/naveridlogin-sdk-android,developer-productivity,개발 생산성/DevTools,korea,Kotlin,124,35,85,korea,193,solid,source+report,135,83,40,1,security-policy,security;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,security-policy,reports/source-deep-dives/repositories/0/naver__naveridlogin-sdk-android.md,reports/korea-trending/repositories/naver__naveridlogin-sdk-android.md,sources/naver__naveridlogin-sdk-android
naver/artemis,https://github.com/naver/artemis,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,52,5,80,korea,184,emerging,source+report,31,3,40,2,spec-artifacts;model-runtime,config;docs;spec,modelRuntime,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,모델 런타임/서빙 의존성이 직접 잡히는 인프라형 레포,reports/source-deep-dives/repositories/b/naver__artemis.md,reports/korea-trending/repositories/naver__artemis.md,sources/naver__artemis
kakaobrain/torchlars,https://github.com/kakaobrain/torchlars,general-ai-open-source,일반 AI 오픈소스,korea,Python,353,29,83,korea,208,solid,source+report,15,3,39,5,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/2/kakaobrain__torchlars.md,reports/korea-trending/repositories/kakaobrain__torchlars.md,sources/kakaobrain__torchlars
naver-ai/usdm,https://github.com/naver-ai/usdm,general-ai-open-source,일반 AI 오픈소스,korea,Python,95,4,68,korea,169,emerging,source+report,60,18,39,4,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/4/naver-ai__usdm.md,reports/korea-trending/repositories/naver-ai__usdm.md,sources/naver-ai__usdm
Samsung/SamsungAutomationStudio,https://github.com/Samsung/SamsungAutomationStudio,general-ai-open-source,일반 AI 오픈소스,korea,HTML,69,33,85,korea,188,emerging,source+report,39,3,39,3,,docs;config,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/c/Samsung__SamsungAutomationStudio.md,reports/korea-trending/repositories/Samsung__SamsungAutomationStudio.md,sources/Samsung__SamsungAutomationStudio
daangn/betterkoreankotlin,https://github.com/daangn/betterkoreankotlin,general-ai-open-source,일반 AI 오픈소스,korea,Kotlin,56,4,88,korea,197,emerging,source+report,39,47,39,3,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/8/daangn__betterkoreankotlin.md,reports/korea-trending/repositories/daangn__betterkoreankotlin.md,sources/daangn__betterkoreankotlin
line/abc-kmm-shared-storage,https://github.com/line/abc-kmm-shared-storage,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Kotlin,29,6,76,korea,173,emerging,source+report,68,77,39,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/5/line__abc-kmm-shared-storage.md,reports/korea-trending/repositories/line__abc-kmm-shared-storage.md,sources/line__abc-kmm-shared-storage
daangn/betterkorean,https://github.com/daangn/betterkorean,general-ai-open-source,일반 AI 오픈소스,korea,Java,27,1,80,korea,180,emerging,source+report,38,47,39,3,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/7/daangn__betterkorean.md,reports/korea-trending/repositories/daangn__betterkorean.md,sources/daangn__betterkorean
woowacourse/javascript-lotto,https://github.com/woowacourse/javascript-lotto,general-ai-open-source,일반 AI 오픈소스,korea,HTML,19,231,81,korea,180,emerging,source+report,12,4,39,2,retrieval-memory;tests-evals,retrieval;config;eval,,serve-dev;test,,entrypoint path not obvious;ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/c/woowacourse__javascript-lotto.md,reports/korea-trending/repositories/woowacourse__javascript-lotto.md,sources/woowacourse__javascript-lotto
woowacourse/java-coupon,https://github.com/woowacourse/java-coupon,general-ai-open-source,일반 AI 오픈소스,korea,Shell,7,136,81,korea,175,emerging,source+report,19,14,39,3,tests-evals;container-deploy,container;eval,,,,entrypoint path not obvious;ci path not obvious,"tests-evals, container-deploy",reports/source-deep-dives/repositories/8/woowacourse__java-coupon.md,reports/korea-trending/repositories/woowacourse__java-coupon.md,sources/woowacourse__java-coupon
jinmyungjong/korean-law-mcp,https://github.com/jinmyungjong/korean-law-mcp,agent-harness-mcp,에이전트 하네스/MCP,korea,JavaScript,0,0,76,korea,154,watchlist,source+report,3,2,39,3,agent-runtime;mcp/protocol;retrieval-memory,mcp;config;entrypoints;retrieval,,,,test/eval path not obvious;ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/d/jinmyungjong__korean-law-mcp.md,reports/korea-trending/repositories/jinmyungjong__korean-law-mcp.md,sources/jinmyungjong__korean-law-mcp
mcpads/create-retro-game-kr-patch,https://github.com/mcpads/create-retro-game-kr-patch,agent-harness-mcp,에이전트 하네스/MCP,korea,unknown,0,0,71,korea,140,emerging,source+report,27,6,39,4,agent-runtime,agentRuntime;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,agent-runtime,reports/source-deep-dives/repositories/e/mcpads__create-retro-game-kr-patch.md,reports/korea-trending/repositories/mcpads__create-retro-game-kr-patch.md,sources/mcpads__create-retro-game-kr-patch
ohbryt/bb-wiki,https://github.com/ohbryt/bb-wiki,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,Python,0,0,0,,41,emerging,source+report,28,5,39,4,retrieval-memory,retrieval;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,retrieval-memory,reports/source-deep-dives/repositories/9/ohbryt__bb-wiki.md,reports/llm-wiki/repositories/ohbryt__bb-wiki.md,sources/ohbryt__bb-wiki
naver-ai/cl-vs-mim,https://github.com/naver-ai/cl-vs-mim,general-ai-open-source,일반 AI 오픈소스,korea,Jupyter Notebook,116,9,71,korea,176,emerging,source+report,18,3,38,2,spec-artifacts;model-runtime,spec;config;docs,modelRuntime,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,모델 런타임/서빙 의존성이 직접 잡히는 인프라형 레포,reports/source-deep-dives/repositories/a/naver-ai__cl-vs-mim.md,reports/korea-trending/repositories/naver-ai__cl-vs-mim.md,sources/naver-ai__cl-vs-mim
naver/notify-pr-review,https://github.com/naver/notify-pr-review,developer-productivity,개발 생산성/DevTools,korea,JavaScript,53,10,71,korea,174,emerging,source+report,8,0,38,4,retrieval-memory;tests-evals,docs;config;retrieval,,test,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/c/naver__notify-pr-review.md,reports/korea-trending/repositories/naver__notify-pr-review.md,sources/naver__notify-pr-review
simonsez9510/oh-my-wiki,https://github.com/simonsez9510/oh-my-wiki,llm-wiki-rag,LLM 위키/RAG/지식베이스,korea,PowerShell,0,0,69,korea,135,emerging,source+report,29,13,38,3,agent-runtime,agentRuntime;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,agent-runtime,reports/source-deep-dives/repositories/c/simonsez9510__oh-my-wiki.md,reports/korea-trending/repositories/simonsez9510__oh-my-wiki.md,sources/simonsez9510__oh-my-wiki
kakaobrain/word2word,https://github.com/kakaobrain/word2word,general-ai-open-source,일반 AI 오픈소스,korea,Python,370,55,85,korea,200,emerging,source+report,15,1,37,2,spec-artifacts,config;docs;spec,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,spec-artifacts,reports/source-deep-dives/repositories/4/kakaobrain__word2word.md,reports/korea-trending/repositories/kakaobrain__word2word.md,sources/kakaobrain__word2word
gih2yun/bareun-mcp,https://github.com/gih2yun/bareun-mcp,agent-harness-mcp,에이전트 하네스/MCP,korea,unknown,0,0,72,korea,145,emerging,source+report,8,1,37,2,api/server;agent-runtime;mcp/protocol,docs;entrypoints;mcp,,,,test/eval path not obvious;ci path not obvious,MCP/tool runtime가 실제 소스 경로로 확인되는 agent harness형 레포,reports/source-deep-dives/repositories/c/gih2yun__bareun-mcp.md,reports/korea-trending/repositories/gih2yun__bareun-mcp.md,sources/gih2yun__bareun-mcp
nhn/tui.eslint.config,https://github.com/nhn/tui.eslint.config,general-ai-open-source,일반 AI 오픈소스,korea,JavaScript,24,5,68,korea,159,emerging,source+report,8,1,36,3,retrieval-memory;tests-evals,config;docs;retrieval,,test,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,RAG/memory 구현과 검증 표면을 같이 가진 지식 시스템형 레포,reports/source-deep-dives/repositories/4/nhn__tui.eslint.config.md,reports/korea-trending/repositories/nhn__tui.eslint.config.md,sources/nhn__tui.eslint.config
ai-boost/awesome-harness-engineering,https://github.com/ai-boost/awesome-harness-engineering,agent-harness-mcp,에이전트 하네스/MCP,global,Python,1905,195,160,global,319,solid,source+report,11,2,35,2,agent-runtime;agent-instructions,agentRuntime;instruction;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,"agent-runtime, agent-instructions",reports/source-deep-dives/repositories/6/ai-boost__awesome-harness-engineering.md,reports/global-trending/repositories/ai-boost__awesome-harness-engineering.md,sources/ai-boost__awesome-harness-engineering
Samsung/360tools,https://github.com/Samsung/360tools,eval-observability,평가/관측/품질,korea,C,117,48,75,korea,178,emerging,source+report,28,4,35,2,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/3/Samsung__360tools.md,reports/korea-trending/repositories/Samsung__360tools.md,sources/Samsung__360tools
naver/fe-news,https://github.com/naver/fe-news,general-ai-open-source,일반 AI 오픈소스,korea,unknown,6268,320,118,korea,261,solid,source+report,80,2,34,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/0/naver__fe-news.md,reports/korea-trending/repositories/naver__fe-news.md,sources/naver__fe-news
alvinreal/awesome-opensource-ai,https://github.com/alvinreal/awesome-opensource-ai,agent-harness-mcp,에이전트 하네스/MCP,global,Python,3894,450,165,global,331,solid,source+report,8,4,34,2,agent-runtime,agentRuntime;ci;docs,,,,entrypoint path not obvious;test/eval path not obvious,agent-runtime,reports/source-deep-dives/repositories/8/alvinreal__awesome-opensource-ai.md,reports/global-trending/repositories/alvinreal__awesome-opensource-ai.md,sources/alvinreal__awesome-opensource-ai
line/abc-kmm-location,https://github.com/line/abc-kmm-location,general-ai-open-source,일반 AI 오픈소스,korea,Kotlin,122,9,72,korea,165,emerging,source+report,74,68,34,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/c/line__abc-kmm-location.md,reports/korea-trending/repositories/line__abc-kmm-location.md,sources/line__abc-kmm-location
Samsung/Chromium,https://github.com/Samsung/Chromium,general-ai-open-source,일반 AI 오픈소스,korea,HTML,58,18,68,korea,157,emerging,source+report,33,4,34,1,retrieval-memory,docs;retrieval,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,retrieval-memory,reports/source-deep-dives/repositories/3/Samsung__Chromium.md,reports/korea-trending/repositories/Samsung__Chromium.md,sources/Samsung__Chromium
kakao/kafka-sink-connector,https://github.com/kakao/kafka-sink-connector,agent-harness-mcp,에이전트 하네스/MCP,korea,Java,54,12,66,korea,159,emerging,source+report,18,16,34,2,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/3/kakao__kafka-sink-connector.md,reports/korea-trending/repositories/kakao__kafka-sink-connector.md,sources/kakao__kafka-sink-connector
woowacourse/java-subway-map-precourse,https://github.com/woowacourse/java-subway-map-precourse,general-ai-open-source,일반 AI 오픈소스,korea,Java,33,273,70,korea,161,emerging,source+report,18,11,34,2,tests-evals,docs;eval,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/a/woowacourse__java-subway-map-precourse.md,reports/korea-trending/repositories/woowacourse__java-subway-map-precourse.md,sources/woowacourse__java-subway-map-precourse
latemonk/agent-store-skills,https://github.com/latemonk/agent-store-skills,agent-harness-mcp,에이전트 하네스/MCP,korea,unknown,0,0,73,korea,138,emerging,source+report,8,7,34,4,agent-runtime,agentRuntime;docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,agent-runtime,reports/source-deep-dives/repositories/2/latemonk__agent-store-skills.md,reports/korea-trending/repositories/latemonk__agent-store-skills.md,sources/latemonk__agent-store-skills
C0nw0nk/Nginx-Lua-Anti-DDoS,https://github.com/C0nw0nk/Nginx-Lua-Anti-DDoS,llm-wiki-rag,LLM 위키/RAG/지식베이스,global,Lua,1602,311,139,global,283,solid,source+report,16,6,33,2,,ci;docs,,,,entrypoint path not obvious;test/eval path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/7/C0nw0nk__Nginx-Lua-Anti-DDoS.md,reports/global-trending/repositories/C0nw0nk__Nginx-Lua-Anti-DDoS.md,sources/C0nw0nk__Nginx-Lua-Anti-DDoS
naver-ai/StyleKeeper,https://github.com/naver-ai/StyleKeeper,general-ai-open-source,일반 AI 오픈소스,korea,Python,483,34,92,korea,203,emerging,source+report,64,10,33,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/3/naver-ai__StyleKeeper.md,reports/korea-trending/repositories/naver-ai__StyleKeeper.md,sources/naver-ai__StyleKeeper
kakaobrain/g2pm,https://github.com/kakaobrain/g2pm,eval-observability,평가/관측/품질,korea,Python,365,73,85,korea,199,emerging,source+report,17,2,33,2,tests-evals,eval;docs,,,,entrypoint path not obvious;ci path not obvious,tests-evals,reports/source-deep-dives/repositories/2/kakaobrain__g2pm.md,reports/korea-trending/repositories/kakaobrain__g2pm.md,sources/kakaobrain__g2pm
naver-ai/pit,https://github.com/naver-ai/pit,general-ai-open-source,일반 AI 오픈소스,korea,Python,245,29,80,korea,186,emerging,source+report,6,0,33,2,spec-artifacts,config;docs;spec,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,spec-artifacts,reports/source-deep-dives/repositories/6/naver-ai__pit.md,reports/korea-trending/repositories/naver-ai__pit.md,sources/naver-ai__pit
naver/naveridlogin-sdk-ios,https://github.com/naver/naveridlogin-sdk-ios,developer-productivity,개발 생산성/DevTools,korea,Objective-C,60,37,70,korea,156,emerging,source+report,69,46,33,1,,docs,,,,entrypoint path not obvious;test/eval path not obvious;ci path not obvious,소스 구조 신호가 약해 추가 수동 확인이 필요한 레포,reports/source-deep-dives/repositories/5/naver__naveridlogin-sdk-ios.md,reports/korea-trending/repositories/naver__naveridlogin-sdk-ios.md,sources/naver__naveridlogin-sdk-ios
line/kubectl-kustomize,https://github.com/line/kubectl-kustomize,ai-infrastructure-serving,AI 인프라/서빙,korea,Dockerfile,36,16,70,korea,160,emerging,source+report,7,2,33,2,container-deploy,ci;container;docs,,,,entrypoint path not obvious;test/eval path not obvious,container-deploy,reports/source-deep-dives/repositories/3/line__kubectl-kustomize.md,reports/korea-trending/repositories/line__kubectl-kustomize.md,sources/line__kubectl-kustomize
