name,url,role,roleKorean,region,language,stars,maturity,evidence,fileCount,dirCount,maxDepth,truncated,sourceDepthScore,patterns,dependencyCues,keySourceReferences,sourceRisks,deepInsight,reportPath,localPath
continuedev/continue,https://github.com/continuedev/continue,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,33891,high-signal,deep-source+report,2981,498,12,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:packages/config-yaml/src/schemas/mcp/convertJson.test.ts;mcp:packages/config-yaml/src/schemas/mcp/convertJson.ts;mcp:packages/config-yaml/src/schemas/mcp/index.ts;mcp:packages/config-yaml/src/schemas/mcp/json.ts;agentRuntime:skills/cn-check.zip;agentRuntime:skills/cn-check/SKILL.md;agentRuntime:packages/config-yaml/src/__tests__/packages/test-org/agent-with-non-existing-block.yaml;agentRuntime:packages/config-yaml/src/__tests__/packages/test-org/agent.yaml;entrypoints:packages/terminal-security/src/index.ts;entrypoints:packages/openai-adapters/src/index.ts;entrypoints:packages/llm-info/src/index.ts;entrypoints:packages/fetch/src/index.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=packages/config-yaml/src/schemas/mcp/convertJson.test.ts, packages/config-yaml/src/schemas/mcp/convertJson.ts, packages/config-yaml/src/schemas/mcp/index.ts이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/continuedev__continue.md,sources/continuedev__continue
sgl-project/sglang,https://github.com/sgl-project/sglang,ai-infrastructure-serving,AI 인프라/서빙,global,Python,29137,high-signal,deep-source+report,6477,1022,10,false,138,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,,entrypoints:sgl-model-gateway/src/main.rs;entrypoints:sgl-model-gateway/src/server.rs;entrypoints:sgl-model-gateway/bindings/python/src/sglang_router/__main__.py;entrypoints:sgl-model-gateway/bindings/golang/examples/streaming/main.go;container:sgl-model-gateway/e2e_test/k8s_integration/Dockerfile.gateway;container:sgl-kernel/Dockerfile;container:experimental/sgl-router/tests/e2e/k8s_integration/Dockerfile.fake_worker;container:experimental/sgl-router/tests/e2e/k8s_integration/Dockerfile.router;config:sgl-model-gateway/Cargo.toml;config:sgl-model-gateway/Makefile;config:sgl-model-gateway/examples/wasm/wasm-guest-ratelimit/Cargo.toml;config:sgl-model-gateway/examples/wasm/wasm-guest-logging/Cargo.toml,,"AI 인프라/서빙 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 entrypoints=sgl-model-gateway/src/main.rs, sgl-model-gateway/src/server.rs, sgl-model-gateway/bindings/python/src/sglang_router/__main__.py이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/sgl-project__sglang.md,sources/sgl-project__sglang
chroma-core/chroma,https://github.com/chroma-core/chroma,agent-harness-mcp,에이전트 하네스/MCP,global,Rust,28464,high-signal,deep-source+report,2028,448,8,false,138,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,fastapi;pydantic;typer;chroma;opentelemetry,mcp:docs/mintlify/integrations/frameworks/anthropic-mcp.mdx;mcp:docs/mintlify/images/mcp-developer.png;mcp:docs/mintlify/images/mcp-hammer.png;mcp:docs/mintlify/images/mcp-instructions.png;agentRuntime:AGENTS.md;agentRuntime:rust/system/src/executor.rs;agentRuntime:rust/spanner-migrations/src/runner.rs;agentRuntime:rust/frontend/src/executor/config.rs;entrypoints:rust/worker/src/server.rs;entrypoints:rust/worker/src/work_queue/server.rs;entrypoints:rust/worker/src/fn_consumer/server.rs;entrypoints:rust/worker/src/bin/compaction_client.rs,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=docs/mintlify/integrations/frameworks/anthropic-mcp.mdx, docs/mintlify/images/mcp-developer.png, docs/mintlify/images/mcp-hammer.png이고, 의존성 단서는 fastapi, pydantic, typer, chroma, opentelemetry, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/chroma-core__chroma.md,sources/chroma-core__chroma
promptfoo/promptfoo,https://github.com/promptfoo/promptfoo,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,22326,high-signal,deep-source+report,5398,1001,10,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,openai;anthropic;claude;express;commander;opentelemetry;playwright;puppeteer,mcp:test/smoke/mcp.test.ts;mcp:test/redteam/plugins/mcp.test.ts;mcp:test/providers/openai/responses/mcp.test.ts;mcp:test/providers/mcp/authProvider.test.ts;agentRuntime:AGENTS.md;agentRuntime:tools/biome/no-direct-process-env-mutation.grit;agentRuntime:test/AGENTS.md;agentRuntime:test/util/agent/agentClient.test.ts;entrypoints:test/util/server.test.ts;entrypoints:test/server/server.test.ts;entrypoints:test/commands/mcp/server.test.ts;entrypoints:src/index.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=test/smoke/mcp.test.ts, test/redteam/plugins/mcp.test.ts, test/providers/openai/responses/mcp.test.ts이고, 의존성 단서는 openai, anthropic, claude, express, commander, opentelemetry, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/promptfoo__promptfoo.md,sources/promptfoo__promptfoo
Kilo-Org/kilocode,https://github.com/Kilo-Org/kilocode,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,21173,high-signal,deep-source+report,6841,912,13,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:packages/opencode/test/server/httpapi-mcp-oauth.test.ts;mcp:packages/opencode/test/server/httpapi-mcp.test.ts;mcp:packages/opencode/test/mcp/headers.test.ts;mcp:packages/opencode/test/mcp/lifecycle.test.ts;agentRuntime:AGENTS.md;agentRuntime:packages/ui/src/theme/context.tsx;agentRuntime:packages/ui/src/hooks/create-auto-scroll.tsx;agentRuntime:packages/ui/src/hooks/index.ts;entrypoints:packages/storybook/.storybook/main.ts;entrypoints:packages/sdk/js/test/server.test.ts;entrypoints:packages/sdk/js/src/index.ts;entrypoints:packages/sdk/js/src/server.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=packages/opencode/test/server/httpapi-mcp-oauth.test.ts, packages/opencode/test/server/httpapi-mcp.test.ts, packages/opencode/test/mcp/headers.test.ts이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/Kilo-Org__kilocode.md,sources/Kilo-Org__kilocode
can1357/oh-my-pi,https://github.com/can1357/oh-my-pi.git,agent-harness-mcp,에이전트 하네스/MCP,global,TypeScript,13165,high-signal,deep-source+report,4210,455,11,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:packages/mnemopi/test/mcp-server.test.ts;mcp:packages/mnemopi/src/mcp-server.ts;mcp:packages/mnemopi/src/mcp-tools.ts;mcp:packages/coding-agent/test/acp-mcp-isolation.test.ts;agentRuntime:AGENTS.md;agentRuntime:scripts/tool_io.py;agentRuntime:scripts/tool-prompt-usage.ts;agentRuntime:scripts/session-stats/out/tool-trends.png;entrypoints:python/robomp/web/src/App.tsx;entrypoints:python/robomp/web/src/main.tsx;entrypoints:python/robomp/src/__main__.py;entrypoints:python/robomp/src/cli.py,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=packages/mnemopi/test/mcp-server.test.ts, packages/mnemopi/src/mcp-server.ts, packages/mnemopi/src/mcp-tools.ts이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/global-trending/repositories/can1357__oh-my-pi.md,sources/can1357__oh-my-pi
potpie-ai/potpie,https://github.com/potpie-ai/potpie,agent-harness-mcp,에이전트 하네스/MCP,mixed,Python,5456,high-signal,deep-source+report,1494,274,12,false,138,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;fastapi;pydantic,mcp:potpie/context-engine/tests/unit/test_mcp_project_access.py;mcp:potpie/context-engine/adapters/inbound/mcp/__init__.py;mcp:potpie/context-engine/adapters/inbound/mcp/project_access.py;mcp:potpie/context-engine/adapters/inbound/mcp/server.py;agentRuntime:potpie/sandbox/docker-compose.yml;agentRuntime:potpie/sandbox/pyproject.toml;agentRuntime:potpie/sandbox/uv.lock;agentRuntime:potpie/sandbox/tests/unit/test_daytona_provider.py;entrypoints:potpie/sandbox/sandbox/parser_runner/__main__.py;entrypoints:potpie/context-engine/host/daemon_runtime/__main__.py;entrypoints:potpie/context-engine/benchmarks/__main__.py;instruction:potpie/context-engine/adapters/inbound/cli/templates/claude_bundle/CLAUDE.md,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=potpie/context-engine/tests/unit/test_mcp_project_access.py, potpie/context-engine/adapters/inbound/mcp/__init__.py, potpie/context-engine/adapters/inbound/mcp/project_access.py이고, 의존성 단서는 openai, fastapi, pydantic, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/potpie-ai__potpie.md,sources/potpie-ai__potpie
codervisor/leanspec,https://github.com/codervisor/leanspec,agent-harness-mcp,에이전트 하네스/MCP,mixed,Rust,262,high-signal,deep-source+report,1392,505,9,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:specs/196-mcp-create-content-field-documentation/README.md;mcp:specs/178-rust-mcp-cli-template-loading/README.md;mcp:specs/176-rust-mcp-server-test-suite/README.md;mcp:specs/172-rust-cli-mcp-npm-distribution/README.md;agentRuntime:AGENTS.md;agentRuntime:skills-lock.json;agentRuntime:specs/164-desktop-ci-build-artifacts/WORKFLOW.yml;agentRuntime:specs/059-programmatic-spec-management/CONTEXT-ENGINEERING.md;entrypoints:rust/leanspec-mcp/src/main.rs;entrypoints:rust/leanspec-http/src/main.rs;entrypoints:rust/leanspec-cli/src/main.rs;entrypoints:packages/ui/src/App.css,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=specs/196-mcp-create-content-field-documentation/README.md, specs/178-rust-mcp-cli-template-loading/README.md, specs/176-rust-mcp-server-test-suite/README.md이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/codervisor__leanspec.md,sources/codervisor__leanspec
agenta-ai/agenta,https://github.com/agenta-ai/agenta,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,9263,1925,13,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:docs/docs/misc/05-mcp-server.mdx;mcp:docs/blog/entries/mcp-server.mdx;agentRuntime:AGENTS.md;agentRuntime:web/AGENTS.md;agentRuntime:web/packages/agenta-ui/src/InfiniteVirtualTable/hooks/useColumnDomRefs.ts;agentRuntime:web/packages/agenta-ui/src/InfiniteVirtualTable/hooks/useColumnVisibility.ts;entrypoints:web/packages/agenta-ui/src/index.ts;entrypoints:web/packages/agenta-shared/src/index.ts;entrypoints:web/packages/agenta-sdk/src/index.ts;entrypoints:web/packages/agenta-playground-ui/src/index.ts;instruction:CLAUDE.md;instruction:hosting/AGENTS.md,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=docs/docs/misc/05-mcp-server.mdx, docs/blog/entries/mcp-server.mdx이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/agenta-ai__agenta.md,sources/agenta-ai__agenta
All-Hands-AI/OpenHands,https://github.com/All-Hands-AI/OpenHands,agent-harness-mcp,에이전트 하네스/MCP,korea,,0,solid,deep-source+report,2384,367,8,false,138,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;gemini;mcp;fastapi;opentelemetry;playwright,mcp:tests/unit/server/routes/test_mcp_routes.py;mcp:tests/unit/mcp/test_mcp_integration.py;mcp:openhands/app_server/mcp/mcp_router.py;mcp:frontend/src/utils/mcp-config.ts;agentRuntime:AGENTS.md;agentRuntime:skills/add_agent.md;agentRuntime:skills/add_repo_inst.md;agentRuntime:skills/address_pr_comments.md;entrypoints:openhands-ui/.storybook/main.ts;entrypoints:openhands/server/__main__.py;entrypoints:frontend/src/index.css;entrypoints:frontend/src/icons/server.svg,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=tests/unit/server/routes/test_mcp_routes.py, tests/unit/mcp/test_mcp_integration.py, openhands/app_server/mcp/mcp_router.py이고, 의존성 단서는 openai, anthropic, gemini, mcp, fastapi, opentelemetry, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/All-Hands-AI__OpenHands.md,sources/All-Hands-AI__OpenHands
Arize-ai/phoenix,https://github.com/Arize-ai/phoenix,llm-wiki-rag,LLM 위키/RAG/지식베이스,mixed,,0,solid,deep-source+report,6014,1088,11,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,openai;anthropic;mcp;langchain;fastapi;pydantic;opentelemetry;prometheus,retrieval:tutorials/llama_index_multimodal_image_reasoning.ipynb;retrieval:tutorials/tracing/agentic_rag_tracing.ipynb;retrieval:tutorials/tracing/llama_index_openai_agent_tracing_tutorial.ipynb;retrieval:tutorials/tracing/llama_index_sql_retriever_tutorial.ipynb;entrypoints:tutorials/mcp/tracing_between_mcp_client_and_server/server.py;entrypoints:src/phoenix/server/main.py;entrypoints:src/phoenix/server/api/helpers/substitutions/server.yaml;entrypoints:scripts/mock-llm-server/src/server.ts;docs:README.md;docs:tutorials/mcp/tracing_between_mcp_client_and_server/README.md;docs:tutorials/ai_evals_course/README.md;docs:tutorials/ai_evals_course/hw5_phoenix/README.md,,"LLM 위키/RAG/지식베이스 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 retrieval=tutorials/llama_index_multimodal_image_reasoning.ipynb, tutorials/tracing/agentic_rag_tracing.ipynb, tutorials/tracing/llama_index_openai_agent_tracing_tutorial.ipynb이고, 의존성 단서는 openai, anthropic, mcp, langchain, fastapi, pydantic, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/Arize-ai__phoenix.md,sources/Arize-ai__phoenix
BerriAI/litellm,https://github.com/BerriAI/litellm,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,6958,1693,10,false,138,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;claude;mcp;langchain;langgraph;fastapi;react;pydantic;click;opentelemetry;prometheus,mcp:mcp_servers.json;mcp:ui/litellm-dashboard/src/components/mcp_hub_table_columns.tsx;mcp:ui/litellm-dashboard/src/components/mcp_tools/ByokCredentialModal.tsx;mcp:ui/litellm-dashboard/src/components/mcp_tools/create_mcp_server.test.tsx;agentRuntime:AGENTS.md;agentRuntime:ui/litellm-dashboard/src/hooks/mcpOAuthUtils.ts;agentRuntime:ui/litellm-dashboard/src/hooks/use-safe-layout-effect.ts;agentRuntime:ui/litellm-dashboard/src/hooks/useMcpOAuthFlow.test.tsx;entrypoints:ui/litellm-dashboard/e2e_tests/fixtures/mock_llm_server/server.py;entrypoints:tests/proxy_unit_tests/test_model_response_typing/server.py;entrypoints:tests/local_testing/test_model_response_typing/server.py;entrypoints:litellm/main.py,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=mcp_servers.json, ui/litellm-dashboard/src/components/mcp_hub_table_columns.tsx, ui/litellm-dashboard/src/components/mcp_tools/ByokCredentialModal.tsx이고, 의존성 단서는 openai, anthropic, claude, mcp, langchain, langgraph, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/BerriAI__litellm.md,sources/BerriAI__litellm
ComposioHQ/composio,https://github.com/ComposioHQ/composio,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,2244,559,9,false,138,monorepo/workspace;cli-first;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;gemini;langchain,mcp:ts/packages/core/test/utils/transformers/mcp.test.ts;mcp:ts/packages/core/test/models/mcp.test.ts;mcp:ts/packages/core/src/utils/transformers/mcp.ts;mcp:ts/packages/core/src/types/mcp.experimental.types.ts;agentRuntime:AGENTS.md;agentRuntime:ts/packages/core/test/tools/fileModifiers.test.ts;agentRuntime:ts/packages/core/test/tools/fileUploadMatrix.test.ts;agentRuntime:ts/packages/core/test/tools/modifiers.test.ts;entrypoints:ts/packages/ts-builders/src/index.ts;entrypoints:ts/packages/providers/vercel/src/index.ts;entrypoints:ts/packages/providers/openai-agents/src/index.ts;entrypoints:ts/packages/providers/openai/src/index.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=ts/packages/core/test/utils/transformers/mcp.test.ts, ts/packages/core/test/models/mcp.test.ts, ts/packages/core/src/utils/transformers/mcp.ts이고, 의존성 단서는 openai, anthropic, gemini, langchain, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/ComposioHQ__composio.md,sources/ComposioHQ__composio
EricLBuehler/mistral.rs,https://github.com/EricLBuehler/mistral.rs,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,1325,273,7,false,138,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,mcp;transformers;prometheus,mcp:mistralrs-server/src/mcp_server.rs;mcp:mistralrs-mcp/Cargo.toml;mcp:mistralrs-mcp/README.md;mcp:mistralrs-mcp/src/client.rs;agentRuntime:AGENTS.md;agentRuntime:mistralrs-quant/src/cutile/context.rs;agentRuntime:mistralrs-paged-attn/src/cuda/backend/context_attention_mla.rs;agentRuntime:mistralrs-mcp/src/tools.rs;entrypoints:mistralrs-server/src/main.rs;entrypoints:mistralrs-cli/webui/src/app.css;entrypoints:mistralrs-cli/webui/src/App.svelte;entrypoints:mistralrs-cli/webui/src/main.ts,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=mistralrs-server/src/mcp_server.rs, mistralrs-mcp/Cargo.toml, mistralrs-mcp/README.md이고, 의존성 단서는 mcp, transformers, prometheus, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/EricLBuehler__mistral.rs.md,sources/EricLBuehler__mistral.rs
langfuse/langfuse,https://github.com/langfuse/langfuse,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,3657,1175,10,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,,mcp:web/src/pages/api/public/mcp/index.ts;mcp:web/src/features/mcp/README.md;mcp:web/src/features/mcp/types.ts;mcp:web/src/features/mcp/server/bootstrap.ts;agentRuntime:worker/AGENTS.md;agentRuntime:web/AGENTS.md;agentRuntime:web/src/hooks/use-environment-filter-options-cache.tsx;agentRuntime:web/src/hooks/use-mobile.tsx;entrypoints:worker/src/app.ts;entrypoints:worker/src/index.ts;entrypoints:web/.storybook/main.ts;entrypoints:packages/shared/src/index.ts,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=web/src/pages/api/public/mcp/index.ts, web/src/features/mcp/README.md, web/src/features/mcp/types.ts이고, 의존성 단서는 dependency cue 약함, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/langfuse__langfuse.md,sources/langfuse__langfuse
microsoft/vscode-copilot-chat,https://github.com/microsoft/vscode-copilot-chat.git,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,4414,1052,13,false,138,cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface;containerized deploy,openai;anthropic;claude;modelcontextprotocol;express;react;vscode;electron;opentelemetry;playwright,mcp:src/platform/mcp/vscode/mcpServiceImpl.ts;mcp:src/platform/mcp/vscode/test/mcpService.spec.ts;mcp:src/platform/mcp/common/mcpService.ts;mcp:src/extension/mcp/vscode-node/commands.ts;agentRuntime:test/simulation/tools/README.md;agentRuntime:test/simulation/tools/toolcall.stest.ts;agentRuntime:test/scenarios/test-tools/tools.0.conversation.json;agentRuntime:test/scenarios/test-tools/tools.1.conversation.json;entrypoints:test/simulation/fixtures/tests/simple-ts-proj-with-test-file-2/src/index.ts;entrypoints:test/simulation/fixtures/tests/simple-ts-proj-with-test-file-1/src/index.ts;entrypoints:test/simulation/fixtures/tests/simple-ts-proj-with-test-file/src/index.ts;entrypoints:test/simulation/fixtures/tests/simple-ts-proj/src/index.ts,,"에이전트 하네스/MCP 관점에서 cli-first, api/server, agent/tool runtime 구조로 읽힌다. 핵심 소스 근거는 mcp=src/platform/mcp/vscode/mcpServiceImpl.ts, src/platform/mcp/vscode/test/mcpService.spec.ts, src/platform/mcp/common/mcpService.ts이고, 의존성 단서는 openai, anthropic, claude, modelcontextprotocol, express, react, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/microsoft__vscode-copilot-chat.md,sources/microsoft__vscode-copilot-chat
NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,agent-harness-mcp,에이전트 하네스/MCP,mixed,,0,solid,deep-source+report,4944,793,10,false,138,monorepo/workspace;cli-first;api/server;agent/tool runtime;retrieval/vector path;spec/docs-driven;eval/test harness;security/policy surface,openai;anthropic;codex;mcp;fastapi;express;next;pydantic,mcp:mcp_serve.py;mcp:website/static/img/dashboard/admin-mcp.png;mcp:website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/skills/optional/mcp/mcp-fastmcp.md;mcp:website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/skills/optional/mcp/mcp-mcporter.md;agentRuntime:AGENTS.md;agentRuntime:website/src/pages/skills/index.tsx;agentRuntime:website/src/pages/skills/styles.module.css;agentRuntime:website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/skills/google-workspace.md;entrypoints:web/src/App.tsx;entrypoints:web/src/index.css;entrypoints:web/src/main.tsx;entrypoints:ui-tui/src/app.tsx,,"에이전트 하네스/MCP 관점에서 monorepo/workspace, cli-first, api/server 구조로 읽힌다. 핵심 소스 근거는 mcp=mcp_serve.py, website/static/img/dashboard/admin-mcp.png, website/i18n/zh-Hans/docusaurus-plugin-content-docs/current/user-guide/skills/optional/mcp/mcp-fastmcp.md이고, 의존성 단서는 openai, anthropic, codex, mcp, fastapi, express, 검증/운영 단서는 test/eval 경로가 보임, CI workflow가 보임, container/deploy 파일이 보임, 에이전트 지시문 파일이 보임이다. 이 판단은 README 메타데이터가 아니라 로컬 소스의 12개 파일 경로를 직접 스캔해야 확인된다.",reports/clone-structures/NousResearch__hermes-agent.md,sources/NousResearch__hermes-agent
